34,43244
45208,43244
195,43244
44591,43244
276,43244
309,43244
342,43244
699,43244
1038,43244
1063,43244
1177,43244
1439,43244
1594,43244
1725,43244
1744,43244
1772,43244
1932,43244
1959,43244
1965,43244
2074,43244
51550,43244
2101,43244
2109,43244
17963,43244
2167,43244
26841,43244
2330,43244
2399,43244
14701,43244
2406,43244
2663,43244
2747,43244
2760,43244
2856,43244
3037,43244
3292,43244
3482,43244
3755,43244
3757,43244
3771,43244
3820,43244
3893,43244
27131,43244
45614,43244
4167,43244
4546,43244
4786,43244
4818,43244
4827,43244
5088,43244
5116,43244
5198,43244
5531,43244
5569,43244
5754,43244
5936,43244
6045,43244
47703,43244
6385,43244
6459,43244
6571,43244
39433,43244
6908,43244
7139,43244
7210,43244
7386,43244
7440,43244
7471,43244
7687,43244
7810,43244
8092,43244
8110,43244
8171,43244
8365,43244
46375,43244
8606,43244
8819,43244
8911,43244
9022,43244
9042,43244
9417,43244
9545,43244
29718,43244
9920,43244
9959,43244
9994,43244
10065,43244
10277,43244
45609,43244
10313,43244
10358,43244
10638,43244
10713,43244
10946,43244
10951,43244
11039,43244
11066,43244
15418,43244
11538,43244
11543,43244
11566,43244
11690,43244
46999,43244
11996,43244
19184,43244
12202,43244
12225,43244
37701,43244
12401,43244
21476,43244
21835,43244
12521,43244
12555,43244
12724,43244
13021,43244
19699,43244
13120,43244
13327,43244
13352,43244
27752,43244
47322,43244
13654,43244
13709,43244
13757,43244
13923,43244
13982,43244
14095,43244
14364,43244
14479,43244
14550,43244
47517,43244
15051,43244
29052,43244
15479,43244
15714,43244
20188,43244
16048,43244
16061,43244
16121,43244
16122,43244
